exp	azimuth	deepcrispr	deephf
0.746357012750455	0.6629	0.4389985204	0.49619436264038086
0.561692615600551	0.6326	0.3198726773	0.6394273042678833
0.703393994812653	0.6906	0.1443248540	0.7194137573242188
0.598647903441813	0.7428	0.2112538368	0.6637674570083618
0.169930069930069	0.665	0.2215161771	0.6310585141181946
0.541187933158078	0.7103	0.1407470703	0.6674058437347412
0.47359022556390895	0.6998	0.2804887593	0.6770636439323425
0.48991860127081605	0.6857	0.1682619452	0.7181811332702637
0.565998954078761	0.7083	0.2302973866	0.731940507888794
0.903593445814405	0.6251	0.3899415135	0.7495467662811279
0.704994124559342	0.637	0.1613223404	0.5854399800300598
0.514076576576576	0.6103	0.1669645905	0.6503245234489441
0.6457636566332211	0.5253	0.2746221125	0.490028977394104
0.449865764843738	0.6547	0.2298429012	0.5808472633361816
0.21602787456446	0.6996	0.4232445061	0.7243741750717163
0.271443314167772	0.6516	0.3160377741	0.6683689951896667
0.393790414376014	0.7041	0.3272652030	0.6605327129364014
0.40165949558727204	0.6682	0.2294892073	0.6962203979492188
0.531244982498956	0.6935	0.1858994514	0.6424129605293274
0.34060263218656206	0.6918	0.3683287501	0.6788299679756165
0.548277832070174	0.6032	0.2436167449	0.6283219456672668
0.826694085389737	0.6594	0.2220088094	0.6788738369941711
0.284882880277617	0.6597	0.2989488244	0.6300169825553894
0.717332430602572	0.6175	0.1374961436	0.6430685520172119
0.7650771388499291	0.7019	0.1576460600	0.6702593564987183
0.740937374784924	0.6502	0.4201353490	0.6954232454299927
0.47930075789313303	0.7528	0.3369808197	0.7467135190963745
0.734878144675855	0.6239	0.1759577990	0.5813817977905273
0.6863791129209599	0.6937	0.2608768642	0.47427403926849365
0.479339199447895	0.6172	0.1565898210	0.6445171236991882
0.39155276107162296	0.6427	0.1815576255	0.6671887636184692
0.471761558096207	0.6287	0.1959953606	0.6219619512557983
0.160215306832081	0.831	0.1639890671	0.748947024345398
0.6112820115727371	0.7025	0.1059050262	0.5884186625480652
0.8016612127257801	0.7182	0.3767386377	0.6983598470687866
0.17514370048159	0.7373	0.2469463348	0.7733597755432129
0.31111343853279305	0.6494	0.3485329747	0.700805127620697
0.742194469223907	0.688	0.3507184088	0.7172825932502747
0.615217391304347	0.7402	0.5202187300	0.6583276391029358
0.451936872309899	0.6436	0.2424056232	0.6301770210266113
0.6561431817267861	0.626	0.2038747221	0.6569635272026062
0.782574268239405	0.731	0.3154299259	0.6886046528816223
0.914114476203986	0.5273	0.3714114428	0.5277428030967712
0.6554999374296079	0.6627	0.1785663068	0.6604275107383728
0.7649779272650831	0.7917	0.2272581458	0.7193576097488403
0.8016774891774889	0.5434	0.2627010942	0.6062270998954773
0.9436443353973241	0.6688	0.4420696497	0.765677809715271
0.47720172265101596	0.5658	0.2696434557	0.6643625497817993
0.532619357734705	0.6849	0.2247850448	0.6503831148147583
0.41721573728681804	0.6601	0.1901429296	0.6970503926277161
0.8506755394232701	0.6094	0.1586106569	0.5945824384689331
0.5002746173995589	0.5802	0.4016415775	0.697658360004425
0.9038461538461541	0.6702	0.1793050468	0.661167323589325
0.716165865384615	0.6474	0.3977362514	0.6629455089569092
0.49322344322344297	0.5961	0.2395793349	0.6567919254302979
0.338540230413334	0.698	0.3196635544	0.6844053864479065
0.337121212121212	0.6705	0.1517629921	0.7216284275054932
0.5863808322824711	0.7394	0.1399952620	0.7235301733016968
0.0694422746445867	0.6872	0.3925701976	0.6369333267211914
0.540607268548445	0.6967	0.3136575818	0.711572527885437
0.517070707070707	0.57	0.1464516371	0.5885535478591919
0.205878848063555	0.6979	0.2973251045	0.7033217549324036
0.506922442244224	0.7146	0.1447245777	0.6858689785003662
0.28130932896890304	0.7841	0.3448040485	0.7089108228683472
0.10430107526881699	0.6616	0.3451385200	0.6626236438751221
0.18801498127340802	0.6669	0.1378293931	0.6311640739440918
0.5036782837415751	0.6958	0.2180570662	0.6388082504272461
0.28604645979897597	0.7383	0.2361477911	0.7085185050964355
0.6184389140271489	0.7289	0.4349366128	0.697067379951477
0.609814687714481	0.5877	0.3293609321	0.6299633979797363
0.353283147773279	0.5767	0.1238246411	0.5569558143615723
0.536439068895793	0.6505	0.1617556810	0.6799614429473877
0.613401317253522	0.6605	0.3368967772	0.36986082792282104
0.570861906682802	0.601	0.1665053219	0.674225926399231
0.762167013873498	0.6049	0.2374186814	0.5500463247299194
0.658255012531328	0.6763	0.2347862273	0.6931799054145813
0.6289554340622919	0.7542	0.4639248252	0.6693235039710999
0.52780536246276	0.6536	0.1382541955	0.6163702607154846
0.77922644181594	0.7082	0.4296213090	0.6382437348365784
0.348989230752545	0.62	0.2321791053	0.6771630644798279
0.7411799095114631	0.6632	0.2429217994	0.7128181457519531
0.7014195804772622	0.6712	0.1413495839	0.6642586588859558
0.351362366092221	0.6501	0.4517373741	0.7106392979621887
0.24513732596728102	0.6564	0.1955275834	0.7086803317070007
0.638973394297235	0.7149	0.2058772743	0.8073674440383911
0.7278584444508721	0.6902	0.3084565401	0.7208257913589478
0.463377723970944	0.6523	0.2251341343	0.6873176693916321
0.816471568352418	0.6477	0.2022981346	0.6938151717185974
0.849774541691307	0.7083	0.1199750304	0.6365966200828552
0.57963392253453	0.5156	0.1536394805	0.6494956016540527
0.505390442890442	0.6368	0.4915824234	0.6579257845878601
0.5341756879413779	0.7114	0.4401326776	0.6562070846557617
0.8130952380952379	0.5759	0.3034180403	0.681875467300415
0.44698331193838203	0.5956	0.3284935951	0.4862992763519287
0.24408518473711102	0.5529	0.2334637940	0.5816957354545593
0.44384999599254704	0.5966	0.1230123639	0.6295649409294128
0.832043162092423	0.7234	0.1043948233	0.7422869801521301
0.8122474815773371	0.7309	0.1860939562	0.7065719962120056
0.201295737756964	0.6385	0.1677929610	0.6889288425445557
0.704617117117117	0.6434	0.2540149391	0.6163617372512817
0.5239273927392729	0.7186	0.3583869338	0.7028458714485168
0.236017350031268	0.6623	0.2933192551	0.6898840069770813
0.747781437427186	0.6461	0.3293258846	0.4263238310813904
0.4376974497402679	0.623	0.4280219972	0.6721316576004028
0.428117449311902	0.7083	0.1220290661	0.6992862224578857
0.33960340993328303	0.6679999999999999	0.2296893001	0.6446844339370728
0.82283105022831	0.6885	0.1863963455	0.6821887493133545
0.9075354609929069	0.7158	0.1172561944	0.6298288106918335
0.20394536019536	0.6372	0.1976608187	0.4415035843849182
0.37108481538533294	0.7407	0.1726007015	0.6740924119949341
0.144403396201957	0.6952	0.2721024156	0.6124504804611206
0.208604689026375	0.6854	0.1791909933	0.5909606218338013
0.904513888888888	0.617	0.1349884123	0.6930150389671326
0.650320738692831	0.7349	0.1729964465	0.6968867778778076
0.909409888357256	0.6696	0.1736523956	0.6699047088623047
0.7557319223985891	0.6231	0.4255341887	0.6786362528800964
0.567504868828044	0.7040000000000001	0.1173527837	0.7119371891021729
0.608368176871527	0.5732	0.0947123170	0.6054378151893616
0.235084342805388	0.6975	0.1797224283	0.6844279170036316
0.195255863539445	0.6489	0.3200029731	0.6743684411048889
0.357765883635642	0.5663	0.3227294385	0.6383007168769836
0.35479511769834293	0.5905	0.1616685987	0.5878140926361084
0.7001145475372271	0.6402	0.1306546628	0.6852794289588928
0.447556390977443	0.6384	0.1735225469	0.5920109748840332
0.7943438401901421	0.6429	0.1989887357	0.6425081491470337
0.7014296648625	0.542	0.4355829358	0.5602753162384033
0.7840846295359309	0.7188	0.2600775063	0.6201508641242981
0.433560423902395	0.7243	0.1610784233	0.6328577995300293
0.38981511750390396	0.7749	0.1507540047	0.7212358713150024
0.52169291509393	0.2727	0.1633035392	0.18091735243797302
0.583668197474167	0.684	0.2293320596	0.6699379682540894
0.8663193748747741	0.6613	0.4832018018	0.6818650364875793
0.576179140008927	0.62	0.4116951227	0.6606882810592651
0.404446804102351	0.6659999999999999	0.1287814379	0.6653990745544434
0.8754951895868699	0.6803	0.2110441178	0.72794508934021
0.134151239639244	0.7294	0.1418305486	0.6048164367675781
0.5167335818755371	0.7013	0.1525801718	0.62782222032547
0.4044204612655229	0.7141	0.2019531727	0.694277286529541
0.355231959566967	0.5583	0.4159784615	0.6513891220092773
0.67090611283034	0.72	0.2255999446	0.6878452897071838
0.535627854865121	0.593	0.1854185313	0.6739860773086548
0.631053459119496	0.4842	0.1587241739	0.4919239282608032
0.312371306138349	0.7149	0.2820740938	0.7035228610038757
0.5911932340503759	0.6434	0.5010226965	0.6344106793403625
0.34120749635282205	0.7367	0.3244779706	0.7631800174713135
0.559774096385542	0.6639	0.3985038102	0.6740236878395081
0.6102983217300639	0.4733	0.2024163753	0.5095576643943787
0.66532634032634	0.674	0.2320517451	0.6814436912536621
0.5588128381644389	0.6435	0.3114910722	0.695461630821228
0.32581642136471	0.5754	0.2215990573	0.5468464493751526
0.572252747252747	0.6179	0.1415037513	0.5272130966186523
0.373576951470645	0.7079	0.1508830488	0.664607584476471
0.570028011204481	0.5817	0.1358835399	0.5001612305641174
0.261546611555113	0.6337	0.2229977846	0.7113560438156128
0.17774996523432002	0.6466	0.2441352308	0.49897870421409607
0.887937869762335	0.6484	0.2096703649	0.6957651376724243
0.6958384591981159	0.5673	0.1781622171	0.6249101161956787
0.391300464451589	0.6177	0.1495090276	0.6136998534202576
0.266216519527158	0.6384	0.2492411286	0.7251808047294617
0.108108108108108	0.7284	0.1715586931	0.6827554106712341
0.273659673659673	0.7053	0.2893494070	0.6382954716682434
0.566271669958305	0.6269	0.4435828924	0.719491720199585
0.55050505050505	0.6915	0.3873584569	0.6767448782920837
0.8295802339015341	0.6769	0.2378184795	0.5466136336326599
0.16774428558419	0.7005	0.4137063026	0.69610196352005
0.300356506238859	0.7005	0.4161358476	0.6919642686843872
0.32737113061844103	0.6713	0.1975933611	0.7025914192199707
0.490668827806668	0.6544	0.3742187619	0.6827260851860046
0.805826289460065	0.6505	0.2127003670	0.5483146905899048
0.5900621118012421	0.6224	0.4244080782	0.6973267793655396
0.578818923871397	0.6763	0.4810822606	0.6605387330055237
0.4571428571428571	0.7695	0.2785833478	0.7209119200706482
0.548226481386443	0.6132	0.4088369608	0.7140856981277466
0.546745747818992	0.6448	0.1467638612	0.7021055817604065
0.40794902912621295	0.6499	0.1732348204	0.5434355735778809
0.8183586337760909	0.7009	0.2282688171	0.676222562789917
0.78079162410623	0.7176	0.1660901010	0.7354722023010254
0.685260673675177	0.6781	0.1398869902	0.6766071319580078
0.17152122367380998	0.6856	0.2397315651	0.6598862409591675
0.39580773955773907	0.619	0.2891801596	0.7238954305648804
0.9163387868623041	0.6333	0.1512103975	0.6077096462249756
0.256041666666666	0.6316	0.2504891157	0.6975750923156738
0.648478394351063	0.6505	0.2675074637	0.678921103477478
0.653889440582588	0.6615	0.2044762969	0.6332756876945496
0.7692921236291121	0.5868	0.2046054304	0.6252815127372742
0.6766389068289201	0.6433	0.2606490254	0.7112943530082703
0.748870740068562	0.6102	0.3228918016	0.6429004073143005
0.514975609756097	0.6686	0.2132436633	0.6669890880584717
0.8322319225659509	0.6378	0.1206394136	0.6532993912696838
0.7107445306986592	0.6124	0.2627751827	0.5346955060958862
0.900082469975774	0.6776	0.2361442149	0.698211133480072
0.6843484509066311	0.5971	0.3780968785	0.7099312543869019
0.4943693693693689	0.6441	0.1226040423	0.5182656049728394
0.8683902581730409	0.6233	0.4059414268	0.6438501477241516
0.8591194968553449	0.6651	0.3325982690	0.7074625492095947
0.41285174119275503	0.6981	0.2716164589	0.5795778036117554
0.747824553980678	0.6551	0.1518339813	0.6221575140953064
0.523540434102856	0.6918	0.4352930486	0.563815712928772
0.933693970325412	0.6457	0.2434656471	0.6925206184387207
0.513251090756002	0.6202	0.1677446961	0.6810325980186462
0.847061342687005	0.7	0.3894430697	0.6611793041229248
0.7525941609860219	0.6548	0.1810851991	0.5409263372421265
0.700696864111498	0.7005	0.1637569815	0.703846275806427
0.8694259902360458	0.5037	0.1843101978	0.4052309989929199
0.782452574525745	0.6896	0.3213874996	0.6674355864524841
0.735159817351598	0.6331	0.4773510098	0.6325118541717529
0.7436168686796241	0.5554	0.1473718733	0.43366122245788574
0.8336897407466071	0.5915	0.1602952778	0.6161105036735535
0.80258641527677	0.6842	0.1980866790	0.6249115467071533
0.501225239942822	0.589	0.1610745192	0.6716270446777344
0.872662798194713	0.6704	0.1562551409	0.6582589149475098
0.8103103103103101	0.6546	0.1767461300	0.6313151121139526
0.671232154424798	0.6662	0.1358844489	0.47150322794914246
0.713574660633484	0.718	0.3065719008	0.4877814054489136
0.30826670392182104	0.6529	0.1652695686	0.5623443126678467
0.7621259029927749	0.5537	0.1868091524	0.5740008354187012
0.803517543859649	0.6709999999999999	0.1404241323	0.6239538192749023
0.7072825527534741	0.7108	0.1568470001	0.6734898090362549
0.5627106303307671	0.7052	0.2800421417	0.7151540517807007
0.699682331829865	0.5796	0.2294054925	0.6423572301864624
0.6502062055039101	0.6855	0.3835195601	0.7096409201622009
0.598412353197042	0.6695	0.2837246060	0.6553071141242981
0.4065536338904	0.677	0.2331664711	0.6726430058479309
0.44899004683840704	0.6207	0.1363867670	0.6800064444541931
0.394345290428462	0.7246	0.1577737629	0.7231004238128662
0.44398986080846703	0.7838	0.4392323792	0.7249520421028137
0.738675572856763	0.5853	0.4040715098	0.5332037806510925
0.8109188594635749	0.6729999999999999	0.4297831357	0.6852718591690063
0.858973397339734	0.7511	0.5790426135	0.7060834765434265
0.345102813852813	0.6876	0.3081635237	0.6901825666427612
0.558874458874458	0.6364	0.0918696523	0.6473249793052673
0.7568571428571421	0.6289	0.3264724314	0.6399475336074829
0.132090745942571	0.62	0.2255859077	0.6438700556755066
0.610138620245003	0.8717	0.5148403049	0.7570793628692627
0.624535629854778	0.5839	0.3103742003	0.5956870913505554
0.7511800699300691	0.67	0.1591717005	0.6475181579589844
